Strassenklasse,Alter,Unfallklasse,Unfallschwere,Lichtverhältnisse,Verletzte Personen,Anzahl Fahrzeuge,Bodenbeschaffenheit,Geschlecht,Zeit (24h),Fahrzeugtyp,Wetterlage
nicht klassifiziert,29,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,Frost / Eis,weiblich,825,Auto,Gut
nicht klassifiziert,21,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1715,Mottorrad (50cc),Gut
nicht klassifiziert,22,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,2,trocken,männlich,20,Auto,Gut
Kraftfahrzeugstrasse,32,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,männlich,1925,Kleinbus,Regen
Bundesstrasse,13,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,2,nass / feucht,weiblich,1805,Auto,Gut
nicht klassifiziert,37,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,trocken,männlich,2255,Auto,Gut
Bundesstrasse,54,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,trocken,weiblich,2051,Auto,Gut
nicht klassifiziert,30,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,3,2,nass / feucht,weiblich,1920,Auto,Gut
nicht klassifiziert,39,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1600,Auto,Gut
nicht klassifiziert,77,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1425,Bus,Gut
nicht klassifiziert,43,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,112,Auto,Gut
Landesstrasse,21,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1750,Fahrrad,Gut
nicht klassifiziert,13,Fussgänger,2,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,nass / feucht,männlich,1705,Auto,Gut (starker Wind)
nicht klassifiziert,29,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,8,trocken,männlich,955,Auto,Gut
Landesstrasse,24,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1620,Auto,Gut
Autobahn,48,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1810,Auto,Gut
nicht klassifiziert,22,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,905,Bus,Gut
nicht klassifiziert,28,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,3,1,trocken,weiblich,350,Auto,Gut
nicht klassifiziert,25,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,4,2,nass / feucht,männlich,1825,Auto,Nebel
Bundesstrasse,25,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,4,2,trocken,männlich,1548,Bus,Gut
nicht klassifiziert,17,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1600,Auto,Gut
Bundesstrasse,75,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,959,Auto,Gut
Landesstrasse,16,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1805,Auto,Gut
Bundesstrasse,50,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,männlich,740,Mottorrad (500cc),Gut
Bundesstrasse,54,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,2,nass / feucht,männlich,715,Auto,Gut
nicht klassifiziert,21,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,4,2,trocken,weiblich,2215,Auto,Gut
nicht klassifiziert,12,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1650,Fahrrad,Gut
Bundesstrasse,32,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1637,Mottorrad (50cc),Gut
nicht klassifiziert,3,Passagier,2,Tageslicht: Strassenbeleuchtung vorhanden,3,2,nass / feucht,männlich,1455,Auto,Gut
nicht klassifiziert,25,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,weiblich,840,Fahrrad,Gut
nicht klassifiziert,8,Fussgänger,2,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1923,Auto,Gut
nicht klassifiziert,23,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1206,Auto,Gut
Autobahn,74,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,1,3,trocken,männlich,1314,Auto,Gut
nicht klassifiziert,93,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,4,4,trocken,weiblich,1853,Auto,Gut
Autobahn,35,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1840,Auto,Gut
Bundesstrasse,48,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,3,trocken,männlich,737,Fahrrad,Gut
Bundesstrasse,71,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,925,Auto,Gut
nicht klassifiziert,64,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1510,Bus,Gut
Kraftfahrzeugstrasse,33,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,3,nass / feucht,weiblich,1520,Auto,Regen
Bundesstrasse,21,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,männlich,800,Auto,Gut
nicht klassifiziert,39,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1410,Auto,Gut
Autobahn,29,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,4,1,nass / feucht,weiblich,344,Auto,Gut
nicht klassifiziert,56,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1645,Fahrrad,Gut
nicht klassifiziert,20,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,nass / feucht,weiblich,1715,Auto,Regen
nicht klassifiziert,65,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1335,Mottorrad (50cc),Gut
nicht klassifiziert,77,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,nass / feucht,männlich,620,Auto,Regen
Bundesstrasse,16,Fussgänger,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,nass / feucht,weiblich,2220,Auto,Regen
nicht klassifiziert,4,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1640,Fahrrad,Gut
nicht klassifiziert,25,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,835,Fahrrad,Gut
Landesstrasse,37,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,trocken,männlich,2009,Fahrrad,Gut
Bundesstrasse,27,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1610,Taxi,Gut
Landesstrasse,22,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,2,trocken,männlich,2005,Auto,Gut
Bundesstrasse,22,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,4,nass / feucht,weiblich,730,Auto,Gut
Bundesstrasse,61,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,3,trocken,weiblich,1700,Auto,Gut
nicht klassifiziert,22,Passagier,1,Dunkelheit: Strassenbeleuchtung unbekannt,4,2,trocken,weiblich,1914,Auto,Gut
nicht klassifiziert,56,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1050,Auto,Gut
Bundesstrasse,74,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,weiblich,1155,Auto,Regen
nicht klassifiziert,29,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,1,trocken,männlich,5,Taxi,Gut
Landesstrasse,25,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,2,trocken,männlich,2205,Fahrrad,Gut
nicht klassifiziert,29,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,nass / feucht,weiblich,1700,Auto,Gut
nicht klassifiziert,20,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,6,2,trocken,weiblich,2106,Taxi,Gut
Bundesstrasse,56,Fussgänger,2,Tageslicht: Strassenbeleuchtung vorhanden,1,1,Schnee,weiblich,1127,Auto,Schnee
nicht klassifiziert,19,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,männlich,1615,Auto,Gut
Bundesstrasse,79,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,nass / feucht,männlich,1140,Auto,Gut
Bundesstrasse,23,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,6,4,trocken,weiblich,1110,Auto,Gut
nicht klassifiziert,62,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,943,Bus,Gut
nicht klassifiziert,32,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,männlich,1715,Auto,Gut
Bundesstrasse,21,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,1,nass / feucht,männlich,1940,Mottorrad (500cc),Gut
Bundesstrasse,51,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,4,2,trocken,weiblich,1516,Bus,Gut
Bundesstrasse,20,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,4,2,nass / feucht,männlich,2320,Auto,Gut
nicht klassifiziert,26,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1245,Auto,Gut
nicht klassifiziert,33,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,2,trocken,männlich,26,Taxi,Gut
Bundesstrasse,31,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1525,Mottorrad (500cc),Gut
Bundesstrasse,34,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,männlich,1425,Auto,Gut
Bundesstrasse,19,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,1,nass / feucht,männlich,1620,Mottorrad (50cc),Gut
Bundesstrasse,35,Fussgänger,2,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1540,Auto,Gut
Bundesstrasse,26,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,nass / feucht,weiblich,840,Auto,Regen
Bundesstrasse,23,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,nass / feucht,männlich,900,Auto,Regen
Bundesstrasse,21,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1010,Transporter,Gut
nicht klassifiziert,26,Passagier,2,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,1,trocken,männlich,150,Auto,Gut
nicht klassifiziert,18,Fahrer,2,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,nass / feucht,männlich,703,Mottorrad (50cc),Gut
Bundesstrasse,45,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1542,Auto,Gut
Bundesstrasse,39,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1235,LKW ab 7.5t,Gut
Bundesstrasse,19,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1140,Fahrrad,Gut
nicht klassifiziert,31,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,3,trocken,weiblich,1530,Taxi,Gut
Autobahn,50,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,7,6,trocken,männlich,630,LKW ab 7.5t,Gut
Bundesstrasse,53,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,trocken,weiblich,2104,Auto,Gut
Bundesstrasse,47,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,2,3,trocken,männlich,1740,Transporter,Gut
nicht klassifiziert,7,Passagier,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,1,trocken,weiblich,1800,Auto,Gut
Bundesstrasse,44,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,3,trocken,weiblich,1730,Auto,Gut
nicht klassifiziert,23,Fussgänger,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,nass / feucht,männlich,1,Taxi,Regen
Bundesstrasse,49,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,nass / feucht,männlich,1730,Auto,Gut
Bundesstrasse,18,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,4,2,trocken,weiblich,1402,Auto,Gut
Autobahn,47,Fahrer,3,Dunkelheit: keine Strassenbeleuchtung,1,3,trocken,männlich,136,LKW ab 7.5t,Gut
nicht klassifiziert,37,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,4,3,trocken,männlich,2200,Auto,Gut
Bundesstrasse,23,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1450,Auto,Gut
nicht klassifiziert,40,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,3,trocken,männlich,1315,Auto,Gut
Bundesstrasse,37,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,850,Fahrrad,Gut
nicht klassifiziert,9,Fussgänger,2,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1645,Auto,Gut
nicht klassifiziert,67,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1530,Auto,Gut
nicht klassifiziert,45,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,Frost / Eis,männlich,955,Auto,Gut
Bundesstrasse,19,Passagier,2,Tageslicht: Strassenbeleuchtung vorhanden,2,1,trocken,weiblich,2100,Auto,Gut
nicht klassifiziert,34,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,820,Bus,Gut
Bundesstrasse,80,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,nass / feucht,männlich,1407,Traktor,Gut
nicht klassifiziert,52,Fussgänger,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,nass / feucht,weiblich,1710,Auto,Gut (starker Wind)
Landesstrasse,54,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,weiblich,1135,Auto,Regen
Landesstrasse,28,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1440,Bus,Unbekannt
Bundesstrasse,24,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,Schnee,männlich,2120,Fahrrad,Schnee
Autobahn,27,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,3,trocken,männlich,1820,Auto,Gut
Bundesstrasse,13,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,6,3,trocken,männlich,1445,Auto,Gut
Bundesstrasse,45,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1707,Auto,Gut
nicht klassifiziert,9,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,830,Auto,Gut
nicht klassifiziert,17,Fussgänger,2,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,1,trocken,weiblich,2027,Auto,Gut
Bundesstrasse,32,Fahrer,1,Dunkelheit: keine Strassenbeleuchtung,1,1,trocken,männlich,2315,Auto,Gut
Bundesstrasse,34,Fahrer,2,Dunkelheit: Strassenbeleuchtung unbekannt,1,1,trocken,männlich,330,Auto,Gut
Autobahn,86,Passagier,2,Tageslicht: Strassenbeleuchtung vorhanden,3,3,trocken,weiblich,1030,Auto,Gut
Bundesstrasse,80,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1000,Auto,Gut
Landesstrasse,30,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1630,Auto,Gut
Bundesstrasse,36,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,männlich,1235,Auto,Gut
nicht klassifiziert,18,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,3,1,nass / feucht,weiblich,110,Auto,Gut
Bundesstrasse,28,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,2,trocken,männlich,1820,Auto,Gut
Bundesstrasse,70,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,6,2,trocken,weiblich,1339,Auto,Gut
nicht klassifiziert,18,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1445,Auto,Gut
Bundesstrasse,87,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,nass / feucht,männlich,1335,Auto,Gut
Landesstrasse,41,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,3,2,nass / feucht,männlich,725,Auto,Gut
Landesstrasse,8,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,4,3,trocken,weiblich,845,Auto,Gut
Kraftfahrzeugstrasse,56,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1200,Auto,Gut
nicht klassifiziert,20,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,männlich,1045,Transporter,Gut
nicht klassifiziert,53,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,5,2,trocken,männlich,2010,Transporter,Unbekannt
nicht klassifiziert,20,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,2,trocken,weiblich,2250,Mottorrad (500cc),Gut
Bundesstrasse,31,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,4,3,trocken,weiblich,1548,Auto,Gut
nicht klassifiziert,21,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,4,2,trocken,weiblich,1635,Auto,Gut
Bundesstrasse,28,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,3,trocken,männlich,1025,Auto,Gut
nicht klassifiziert,57,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,nass / feucht,männlich,1328,Auto,Gut
nicht klassifiziert,43,Fussgänger,2,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,trocken,männlich,2350,Auto,Gut
Landesstrasse,61,Fahrer,3,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1640,Auto,Gut
nicht klassifiziert,23,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,1,nass / feucht,männlich,1545,Auto,Gut
nicht klassifiziert,32,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1415,Auto,Gut
nicht klassifiziert,58,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1203,Auto,Gut
Bundesstrasse,26,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1335,Fahrrad,Gut
Bundesstrasse,41,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,2,trocken,weiblich,600,Auto,Gut
Kraftfahrzeugstrasse,60,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,2,nass / feucht,weiblich,1934,Auto,Schnee
nicht klassifiziert,36,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1326,Fahrrad,Gut
Landesstrasse,55,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,3,trocken,männlich,703,Auto,Gut
nicht klassifiziert,35,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,4,2,trocken,weiblich,1600,Auto,Gut
nicht klassifiziert,39,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,nass / feucht,männlich,1800,Auto,Gut
nicht klassifiziert,30,Fussgänger,2,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,trocken,weiblich,2151,Auto,Gut
Landesstrasse,31,Fussgänger,2,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,trocken,männlich,430,Auto,Gut
Landesstrasse,64,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,2,nass / feucht,weiblich,1714,Auto,Andere
nicht klassifiziert,14,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,2,trocken,männlich,1905,Fahrrad,Gut
nicht klassifiziert,19,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,3,trocken,männlich,2030,Auto,Gut
nicht klassifiziert,35,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,nass / feucht,männlich,815,Auto,Nebel
nicht klassifiziert,19,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,4,3,nass / feucht,männlich,2345,Auto,Gut
nicht klassifiziert,28,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,Schnee,weiblich,1240,Auto,Schnee
nicht klassifiziert,36,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1110,Bus,Gut
nicht klassifiziert,35,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1848,Auto,Gut
Bundesstrasse,29,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,910,Mottorrad (50cc),Gut
Bundesstrasse,65,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1810,Bus,Gut
nicht klassifiziert,22,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,4,2,trocken,männlich,1245,Auto,Gut
Bundesstrasse,30,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,nass / feucht,männlich,920,Auto,Regen
Autobahn,26,Fahrer,3,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,4,trocken,männlich,436,Auto,Gut
Bundesstrasse,43,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,weiblich,850,Auto,Gut
Landesstrasse,43,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,3,2,nass / feucht,weiblich,1740,Auto,Gut
nicht klassifiziert,79,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,905,Auto,Gut
Bundesstrasse,58,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1832,Kleinbus,Gut
Bundesstrasse,33,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,weiblich,1617,Auto,Gut
Autobahn,20,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,4,5,nass / feucht,männlich,857,Auto,Gut
nicht klassifiziert,36,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1,Auto,Gut
Bundesstrasse,54,Passagier,2,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,trocken,weiblich,1945,Andere,Gut
nicht klassifiziert,40,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1900,Fahrrad,Gut
nicht klassifiziert,31,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1730,Fahrrad,Gut
Autobahn,28,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,weiblich,2005,Auto,Gut
nicht klassifiziert,71,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1200,Bus,Gut
nicht klassifiziert,7,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,850,Auto,Gut
Bundesstrasse,28,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1230,Fahrrad,Gut
nicht klassifiziert,19,Fussgänger,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,trocken,weiblich,330,Auto,Gut
nicht klassifiziert,23,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1030,Auto,Gut
nicht klassifiziert,46,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1430,Auto,Gut
Landesstrasse,71,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1715,Bus,Gut
Bundesstrasse,36,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,5,3,trocken,weiblich,1300,Auto,Gut
Bundesstrasse,44,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,2,trocken,männlich,2355,Fahrrad,Gut
Bundesstrasse,32,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,945,Auto,Gut
nicht klassifiziert,43,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1128,Auto,Gut
Bundesstrasse,75,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,nass / feucht,männlich,1530,Auto,Schnee
Bundesstrasse,3,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,3,trocken,weiblich,1201,Auto,Gut
Bundesstrasse,59,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1605,Auto,Gut
Bundesstrasse,3,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,weiblich,1142,Bus,Gut
Bundesstrasse,58,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1520,Auto,Gut
nicht klassifiziert,18,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1253,Transporter,Gut
nicht klassifiziert,66,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1344,Auto,Gut
nicht klassifiziert,18,Fahrer,1,Dunkelheit: keine Strassenbeleuchtung,4,2,nass / feucht,weiblich,2125,Auto,Gut
nicht klassifiziert,86,Fussgänger,2,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1600,Auto,Gut
nicht klassifiziert,23,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,3,2,trocken,männlich,2205,Auto,Gut
Bundesstrasse,70,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1945,Mottorrad (125cc),Gut
Autobahn,53,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,4,trocken,männlich,824,Auto,Gut
Landesstrasse,19,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1300,Mottorrad (50cc),Gut
Bundesstrasse,22,Fahrer,2,Dunkelheit: keine Strassenbeleuchtung,1,1,trocken,männlich,2046,Auto,Gut
nicht klassifiziert,55,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,910,Auto,Gut
nicht klassifiziert,27,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,5,trocken,weiblich,1345,Auto,Gut
